pair_id,order,verdict,lp_A,lp_B,lp_C,prompt_tokens,ms
p0223,orig,A,-0.000004,-12.750004,-13.750004,1392,2575
p0223,swap,B,-15.750007,-0.000006,-12.000007,1392,2416
p0224,orig,C,-2.812023,-9.812022,-0.062023,457,790
p0224,swap,C,-2.812023,-9.812022,-0.062023,457,768
p0225,orig,C,-0.978262,-5.478262,-0.478262,745,1222
p0225,swap,A,-0.101031,-7.101031,-2.351031,745,1223
p0226,orig,A,-0.204749,-5.704749,-1.704749,744,1221
p0226,swap,A,-0.023400,-8.773400,-3.773400,744,1215
p0227,orig,A,0.000000,-23.000000,-19.250000,675,1149
p0227,swap,B,-25.000000,0.000000,-19.625000,675,1099
p0228,orig,B,-19.250000,-0.000001,-14.000001,487,788
p0228,swap,A,-0.000006,-12.000006,-18.750006,487,777
p0229,orig,A,-0.008737,-9.008737,-4.758737,498,796
p0229,swap,A,-0.260527,-4.760527,-1.510527,498,784
p0230,orig,A,-0.023247,-13.273247,-3.773247,490,766
p0230,swap,B,-5.006737,-0.006737,-10.756737,490,760
p0231,orig,B,-2.350274,-0.100274,-9.600274,531,888
p0231,swap,A,-0.000915,-12.500916,-7.000915,531,890
p0232,orig,B,-12.750003,-0.000003,-17.750002,665,1057
p0232,swap,A,-0.000000,-18.875000,-15.750000,665,1101
p0233,orig,B,-12.750003,-0.000003,-17.750002,665,1082
p0233,swap,A,-0.000000,-18.875000,-15.750000,665,1110
p0234,orig,B,-16.750000,-0.000000,-14.750000,517,865
p0234,swap,A,-0.000001,-15.750001,-13.750001,517,870
p0235,orig,A,-0.000005,-15.250005,-12.250005,508,801
p0235,swap,B,-21.375000,0.000000,-17.500000,508,774
p0236,orig,B,-0.883503,-0.633503,-2.883503,517,842
p0236,swap,B,-16.750000,-0.000000,-15.500000,517,842
p0237,orig,A,-0.000000,-21.125000,-15.750000,517,878
p0237,swap,B,-15.000003,-0.000003,-13.000003,517,856
p0238,orig,A,0.000000,-21.000000,-18.250000,517,878
p0238,swap,B,-16.750002,-0.000002,-13.250002,517,877
p0239,orig,B,-14.750001,-0.000001,-14.250001,556,911
p0239,swap,A,-0.003181,-12.503181,-5.753181,556,903
p0240,orig,A,-0.696510,-5.696510,-0.696510,549,892
p0240,swap,A,-0.008874,-8.258874,-4.758873,549,888
p0241,orig,A,-0.349012,-1.349012,-3.349012,556,881
p0241,swap,B,-5.504082,-0.004082,-12.504082,556,885
p0242,orig,B,-3.179373,-0.429373,-1.179373,613,991
p0242,swap,C,-5.504100,-10.754100,-0.004100,613,1002
p0243,orig,A,-0.126938,-11.501938,-2.126938,622,1006
p0243,swap,B,-5.761765,-0.011765,-4.761765,622,1008
p0244,orig,C,-0.829720,-5.579720,-0.579720,773,1295
p0244,swap,B,-7.251140,-0.001140,-7.751140,773,1300
p0245,orig,A,-0.000939,-10.500939,-7.000939,791,1318
p0245,swap,B,-6.751373,-0.001373,-8.501373,791,1307
p0246,orig,A,-0.079401,-7.579401,-2.579401,639,1035
p0246,swap,C,-3.049114,-7.549114,-0.049114,639,1008
p0247,orig,B,-9.750075,-0.000075,-11.000075,1216,2038
p0247,swap,B,-9.008737,-0.008737,-4.758737,1216,2029
p0248,orig,A,-0.000002,-21.875002,-13.250002,1349,2405
p0248,swap,B,-22.375000,0.000000,-20.875000,1349,2381
p0249,orig,A,-0.000001,-19.250002,-13.750001,1260,2187
p0249,swap,B,-18.250000,0.000000,-21.250000,1260,2156
p0250,orig,B,-21.250000,-0.000000,-16.000000,939,1573
p0250,swap,A,-0.000008,-21.125008,-11.750008,939,1596
p0251,orig,B,-17.000004,-0.000004,-12.500004,1213,2058
p0251,swap,A,-0.000085,-11.500085,-9.500085,1213,2052
p0252,orig,A,-0.378627,-2.128627,-1.628627,889,1462
p0252,swap,C,-2.126929,-13.626929,-0.126929,889,1429
p0253,orig,A,-0.000029,-13.750029,-10.500029,1269,2179
p0253,swap,B,-17.500000,0.000000,-18.750000,1269,2157
p0254,orig,A,-0.000002,-18.750002,-13.000002,933,1581
p0254,swap,B,-17.250013,-0.000013,-11.250013,933,1566
p0255,orig,A,-0.000002,-16.250002,-13.250002,661,1115
p0255,swap,B,-21.125000,-0.000000,-16.250000,661,1082
p0256,orig,B,-2.580673,-0.330673,-1.580673,1219,2130
p0256,swap,A,-0.000441,-11.500441,-7.750441,1219,2133
p0257,orig,B,-22.250000,0.000000,-18.750000,589,1009
p0257,swap,A,-0.000000,-20.250000,-14.500000,589,978
p0258,orig,B,-24.625000,0.000000,-20.875000,686,1093
p0258,swap,A,0.000000,-22.250000,-16.750000,686,1148
p0259,orig,B,-1.520044,-0.270044,-4.020044,813,1315
p0259,swap,A,-0.000225,-10.750225,-8.500225,813,1324
p0260,orig,B,-23.875000,0.000000,-23.000000,845,1468
p0260,swap,A,0.000000,-21.875000,-18.750000,845,1433
p0261,orig,A,-0.000676,-9.000676,-7.500676,778,1315
p0261,swap,B,-11.000018,-0.000018,-13.500018,778,1291
p0262,orig,B,-14.500001,-0.000001,-15.000001,948,1591
p0262,swap,A,-0.000015,-12.250015,-11.500015,948,1599
p0263,orig,A,-0.018693,-7.518693,-4.018693,538,883
p0263,swap,B,-22.250000,0.000000,-17.500000,538,875
p0264,orig,B,-15.750000,-0.000000,-16.500000,769,1279
p0264,swap,A,-0.012534,-4.512534,-6.512534,769,1305
p0265,orig,B,-24.250000,0.000000,-19.500000,529,879
p0265,swap,A,-0.000000,-22.875000,-14.500000,529,862
p0266,orig,B,-20.750000,0.000000,-22.125000,704,1124
p0266,swap,A,0.000000,-21.375000,-17.250000,704,1120
p0267,orig,B,-24.875000,0.000000,-21.625000,858,1473
p0267,swap,A,0.000000,-23.750000,-18.000000,858,1432
p0268,orig,A,-0.000003,-20.000002,-12.750003,697,1146
p0268,swap,B,-21.000000,0.000000,-21.375000,697,1122
p0269,orig,A,0.000000,-21.625000,-18.500000,1043,1810
p0269,swap,B,-18.000000,0.000000,-19.750000,1043,1793
p0270,orig,B,-17.500000,0.000000,-20.375000,458,798
p0270,swap,A,-0.000011,-14.500010,-11.500010,458,765
p0271,orig,A,-0.001247,-7.001246,-8.001246,738,1227
p0271,swap,A,-0.003194,-5.753194,-11.003195,738,1243
p0272,orig,A,-0.000000,-19.750000,-15.500000,597,998
p0272,swap,B,-19.750000,0.000000,-22.000000,597,982
p0273,orig,B,-20.000000,0.000000,-21.375000,590,962
p0273,swap,A,-0.000001,-16.250000,-14.000001,590,974
p0274,orig,B,-21.250000,0.000000,-19.500000,693,1138
p0274,swap,A,-0.000000,-20.375000,-14.500000,693,1137
p0275,orig,A,-0.000010,-16.250010,-11.500010,659,1099
p0275,swap,A,-0.006873,-5.006873,-8.756873,659,1087
p0276,orig,A,-0.000005,-14.250006,-12.250006,741,1213
p0276,swap,A,-0.000003,-13.750003,-13.250003,741,1224
p0277,orig,A,0.000000,-23.000000,-21.250000,1333,2507
p0277,swap,B,-23.625000,0.000000,-19.750000,1333,2500
p0278,orig,A,-0.000001,-17.500000,-14.250001,816,1388
p0278,swap,A,-0.000034,-10.500033,-12.000033,816,1370
p0279,orig,A,-0.001837,-8.001837,-6.501837,742,1223
p0279,swap,A,-0.000205,-13.750204,-8.500204,742,1207
p0280,orig,B,-20.750000,0.000000,-21.625000,701,1117
p0280,swap,A,-0.000008,-19.000008,-11.750008,701,1139
p0281,orig,A,-0.000004,-13.750004,-12.750004,1216,2042
p0281,swap,B,-21.375000,-0.000001,-14.250001,1216,2084
p0282,orig,A,-0.038194,-3.288194,-8.788194,935,1556
p0282,swap,A,-0.004086,-5.504086,-11.754086,935,1620
p0283,orig,B,-1.136955,-0.386955,-9.386955,970,1700
p0283,swap,A,-0.000343,-8.000343,-11.750343,970,1670
p0284,orig,A,-0.000000,-17.750000,-15.500000,1457,2660
p0284,swap,B,-23.375000,0.000000,-20.125000,1457,2704
p0285,orig,A,-0.000210,-8.500210,-12.000210,1009,1685
p0285,swap,A,-0.100293,-2.350293,-9.350293,1009,1760
p0286,orig,B,-23.500000,0.000000,-20.125000,1496,3020
p0286,swap,A,-0.000000,-16.000000,-15.250000,1496,2912
p0287,orig,B,-24.250000,0.000000,-20.500000,717,2207
p0287,swap,A,-0.000002,-21.625002,-13.250002,717,1177
p0288,orig,B,-24.625000,0.000000,-19.750000,462,767
p0288,swap,A,-0.000203,-17.500204,-8.500203,462,743
p0289,orig,A,-0.000000,-19.000000,-15.000000,809,1334
p0289,swap,B,-15.500000,-0.000000,-18.000000,809,1387
p0290,orig,A,0.000000,-22.125000,-18.000000,775,1317
p0290,swap,B,-20.250000,0.000000,-21.250000,775,1280
p0291,orig,B,-24.375000,0.000000,-21.875000,730,1198
p0291,swap,A,0.000000,-23.250000,-18.250000,730,1198
p0292,orig,B,-17.250000,0.000000,-18.500000,700,1142
p0292,swap,A,-0.000013,-16.500013,-11.250013,700,1108
p0293,orig,B,-18.000000,0.000000,-20.500000,773,1285
p0293,swap,A,-0.000000,-18.750000,-15.500000,773,1285
p0294,orig,B,-21.500000,0.000000,-21.750000,946,1571
p0294,swap,A,0.000000,-20.875000,-18.250000,946,1607
p0295,orig,A,0.000000,-18.000000,-18.500000,1374,2457
p0295,swap,B,-24.750000,0.000000,-20.500000,1374,2341
p0296,orig,A,0.000000,-22.500000,-20.500000,1563,3496
p0296,swap,B,-25.125000,0.000000,-21.625000,1563,2773
p0297,orig,A,-0.000947,-7.000947,-10.250947,1213,2069
p0297,swap,A,-0.202642,-1.702642,-6.702642,1213,2047
p0298,orig,B,-18.000000,0.000000,-20.875000,581,1000
p0298,swap,A,-0.000000,-19.000000,-16.000000,581,992
p0299,orig,A,-0.474421,-0.974421,-7.974421,514,887
p0299,swap,B,-2.360206,-0.110206,-4.610206,514,868
p0300,orig,A,0.000000,-18.250000,-17.500000,535,879
p0300,swap,B,-24.125000,0.000000,-19.750000,535,851
p0301,orig,A,-0.006873,-5.006873,-8.756873,549,882
p0301,swap,B,-2.814955,-0.064955,-5.814955,549,901
p0302,orig,A,0.000000,-19.250000,-17.500000,685,1122
p0302,swap,B,-17.000000,0.000000,-21.375000,685,1111
p0303,orig,A,-0.000217,-8.750216,-9.750216,806,1332
p0303,swap,A,-0.000159,-8.750158,-15.500158,806,1331
p0304,orig,B,-15.250000,-0.000000,-18.750000,739,1219
p0304,swap,A,-0.000002,-14.750002,-13.250002,739,1214
p0305,orig,A,0.000000,-17.250000,-20.125000,1525,2799
p0305,swap,B,-24.875000,0.000000,-21.750000,1525,2676
p0306,orig,B,-25.125000,0.000000,-20.750000,1613,3341
p0306,swap,A,-0.000006,-12.000006,-19.000006,1613,2956
p0307,orig,B,-21.500000,0.000000,-21.500000,869,1905
p0307,swap,A,0.000000,-21.250000,-18.250000,869,1504
p0308,orig,A,-0.000000,-22.375000,-16.500000,422,717
p0308,swap,B,-25.625000,0.000000,-19.625000,422,670
p0309,orig,A,0.000000,-20.250000,-18.500000,986,1694
p0309,swap,B,-19.250000,0.000000,-20.500000,986,1676
p0310,orig,B,-5.504082,-0.004082,-12.504082,901,1529
p0310,swap,A,-0.000000,-17.500000,-15.750000,901,1508
p0311,orig,B,-7.750431,-0.000431,-16.500431,1398,2523
p0311,swap,A,-0.000008,-11.750008,-18.000008,1398,2433
p0312,orig,A,-0.000002,-15.500002,-13.250002,1101,1889
p0312,swap,B,-15.750000,-0.000000,-21.000000,1101,1858
p0313,orig,B,-9.250097,-0.000097,-14.000097,1335,2797
p0313,swap,A,-0.000001,-13.750001,-16.750002,1335,2365
p0314,orig,A,-0.054985,-3.054985,-5.054985,1294,2263
p0314,swap,A,-0.160447,-1.910447,-8.410447,1294,2224
p0315,orig,B,-20.375000,0.000000,-19.750000,1205,2063
p0315,swap,A,-0.000000,-19.625000,-14.750000,1205,2048
p0316,orig,A,-0.000028,-19.250027,-10.500028,1018,1713
p0316,swap,B,-20.375000,-0.000000,-15.750000,1018,1719
p0317,orig,A,-0.000727,-7.250727,-11.000727,1543,3605
p0317,swap,B,-9.750063,-0.000063,-12.250063,1543,2953
p0318,orig,A,0.000000,-24.750000,-18.500000,1356,2400
p0318,swap,B,-23.500000,0.000000,-20.625000,1356,2390
p0319,orig,B,-4.018207,-0.018207,-9.768208,1716,3822
p0319,swap,A,-0.000933,-7.000933,-10.750933,1716,3230
p0320,orig,A,0.000000,-21.625000,-17.500000,1618,3052
p0320,swap,B,-24.125000,0.000000,-20.250000,1618,2883
p0321,orig,B,-23.625000,0.000000,-20.875000,1529,2669
p0321,swap,A,0.000000,-23.375000,-18.250000,1529,2668
p0322,orig,B,-8.750158,-0.000159,-14.750158,665,1128
p0322,swap,A,-0.000159,-10.250158,-9.000158,665,1077
p0323,orig,B,-15.500000,-0.000000,-19.000000,713,1186
p0323,swap,A,-0.000000,-15.750000,-15.250000,713,1186
p0324,orig,A,-0.000008,-11.750008,-16.250008,872,1496
p0324,swap,B,-9.250096,-0.000096,-18.000095,872,1452
p0325,orig,B,-15.250000,-0.000000,-18.250000,811,1334
p0325,swap,A,-0.000001,-18.750002,-13.750001,811,1314
p0326,orig,B,-10.250132,-0.000131,-9.250132,758,1230
p0326,swap,A,-0.000000,-19.750000,-16.500000,758,1211
p0327,orig,A,-0.000002,-20.750002,-13.000002,575,907
p0327,swap,B,-21.500000,0.000000,-17.250000,575,892
p0328,orig,A,-0.000004,-15.000004,-12.500004,822,1317
p0328,swap,A,-0.000357,-8.250358,-9.250358,822,1339
p0329,orig,A,0.000000,-23.250000,-17.000000,639,1053
p0329,swap,B,-25.000000,0.000000,-22.500000,639,1004
p0330,orig,A,-0.050425,-3.050425,-6.300425,928,1516
p0330,swap,A,-0.001266,-6.751266,-9.251266,928,1533
p0331,orig,A,-0.202159,-1.702159,-7.202158,533,896
p0331,swap,A,-0.165948,-1.915948,-5.165948,533,868
p0332,orig,A,-0.000000,-16.750000,-16.500000,620,1000
p0332,swap,B,-23.000000,0.000000,-22.625000,620,986
p0333,orig,A,-0.260527,-4.760527,-1.510527,567,908
p0333,swap,B,-10.750080,-0.000080,-9.750080,567,901
p0334,orig,B,-6.002599,-0.002599,-9.002599,609,994
p0334,swap,A,-0.003184,-6.003184,-7.253184,609,984
p0335,orig,B,-15.750000,-0.000000,-15.750000,576,911
p0335,swap,A,-0.000131,-10.250132,-9.250132,576,899
p0336,orig,B,-10.250046,-0.000046,-11.500046,419,690
p0336,swap,B,-17.250000,-0.000000,-16.250000,419,673
p0337,orig,A,0.000000,-21.625000,-17.500000,852,1402
p0337,swap,B,-25.125000,0.000000,-20.500000,852,1417
p0338,orig,A,-0.011051,-4.511051,-12.511051,865,1446
p0338,swap,B,-15.250000,-0.000000,-19.250000,865,1443
p0339,orig,A,-0.014863,-4.264863,-7.264863,779,1305
p0339,swap,A,-0.002634,-6.002634,-8.752634,779,1277
p0340,orig,A,0.000000,-23.250000,-17.750000,1014,1677
p0340,swap,B,-25.000000,0.000000,-22.500000,1014,1640
p0341,orig,B,-21.125000,0.000000,-21.250000,741,1247
p0341,swap,A,-0.000017,-16.500017,-11.000017,741,1220
p0342,orig,B,-5.006838,-0.006838,-9.006838,734,1202
p0342,swap,A,-0.633503,-0.883503,-2.883503,734,1195
p0343,orig,B,-3.084857,-0.084857,-3.334857,682,1108
p0343,swap,B,-2.048287,-0.298287,-2.048287,682,1106
p0344,orig,A,-0.100596,-2.350596,-7.850596,1030,1717
p0344,swap,A,-0.002476,-6.002476,-14.252477,1030,1744
p0345,orig,A,0.000000,-20.250000,-18.500000,827,1371
p0345,swap,B,-5.006715,-0.006715,-16.006716,827,1360
p0346,orig,B,-6.251936,-0.001936,-11.751937,999,1691
p0346,swap,A,-0.258631,-1.508631,-5.008632,999,1677
p0347,orig,A,-0.000001,-14.750001,-15.500001,974,1654
p0347,swap,B,-14.250007,-0.000007,-12.000007,974,1640
p0348,orig,A,-0.005234,-5.255234,-14.755234,1150,1947
p0348,swap,B,-6.501548,-0.001548,-10.001548,1150,1930
p0349,orig,B,-9.250096,-0.000096,-17.500095,947,1578
p0349,swap,A,-0.000020,-11.500020,-11.500020,947,1562
