pair_id,order,verdict,lp_A,lp_B,lp_C,prompt_tokens,ms
p0224,orig,A,-0.3535,-1.9785,-1.8535,457,68
p0224,swap,A,-0.3535,-1.9785,-1.8535,457,68
p0225,orig,A,-0.3289,-1.7039,-2.3289,745,135
p0225,swap,A,-0.3173,-1.6923,-2.4423,745,115
p0226,orig,A,-0.2957,-1.7957,-2.4207,744,134
p0226,swap,A,-0.2954,-1.7954,-2.4204,744,114
p0227,orig,C,-0.9479,-2.1979,-0.6979,675,120
p0227,swap,A,-0.3514,-1.8514,-1.9764,675,102
p0228,orig,A,-0.3430,-1.5930,-2.4680,487,78
p0228,swap,A,-0.5030,-1.6280,-1.6280,487,70
p0229,orig,A,-0.4597,-1.5847,-1.8347,498,78
p0229,swap,A,-0.4400,-1.5650,-1.9400,498,71
p0230,orig,A,-0.4067,-1.5317,-2.1567,490,74
p0230,swap,A,-0.4696,-1.4696,-1.9696,490,69
p0231,orig,A,-0.7007,-1.3257,-1.4507,531,85
p0231,swap,A,-0.4878,-1.2378,-2.3628,531,78
p0232,orig,A,-0.3885,-1.3885,-2.6385,665,117
p0232,swap,A,-0.3685,-1.4935,-2.4935,665,100
p0233,orig,A,-0.3885,-1.3885,-2.6385,665,100
p0233,swap,A,-0.3685,-1.4935,-2.4935,665,100
p0234,orig,A,-0.3721,-1.7471,-1.9971,517,82
p0234,swap,A,-0.2877,-1.9127,-2.2877,517,76
p0235,orig,A,-0.2874,-1.9124,-2.2874,508,78
p0235,swap,A,-0.2701,-2.0201,-2.2701,508,71
p0236,orig,A,-0.3515,-1.8515,-1.9765,517,75
p0236,swap,A,-0.3562,-1.7312,-2.1062,517,75
p0237,orig,A,-0.3725,-1.7475,-1.9975,517,76
p0237,swap,A,-0.3204,-1.8204,-2.1954,517,75
p0238,orig,A,-0.2878,-1.9128,-2.2878,517,76
p0238,swap,A,-0.3351,-1.8351,-2.0851,517,75
p0239,orig,A,-0.4305,-1.3055,-2.5555,556,87
p0239,swap,A,-0.4525,-1.3275,-2.3275,556,81
p0240,orig,A,-0.3499,-1.4749,-2.7249,549,82
p0240,swap,A,-0.3798,-1.3798,-2.7548,549,81
p0241,orig,A,-0.3152,-1.5652,-2.8152,556,81
p0241,swap,A,-0.4309,-1.3059,-2.5559,556,81
p0242,orig,A,-0.2602,-1.7602,-2.8852,613,108
p0242,swap,A,-0.3432,-1.5932,-2.4682,613,93
p0243,orig,A,-0.2375,-1.9875,-2.6125,622,110
p0243,swap,A,-0.2473,-1.8723,-2.7473,622,93
p0244,orig,A,-0.3416,-1.5916,-2.4666,773,131
p0244,swap,A,-0.2830,-1.6580,-2.9080,773,121
p0245,orig,A,-0.3321,-1.5821,-2.5821,791,133
p0245,swap,A,-0.2533,-1.7533,-3.0033,791,124
p0246,orig,A,-0.3233,-1.5733,-2.6983,639,104
p0246,swap,A,-0.2324,-1.8574,-2.9824,639,95
p0247,orig,A,-0.4663,-1.3413,-2.2163,1216,258
p0247,swap,A,-0.4796,-1.2296,-2.4796,1216,202
p0248,orig,A,-0.5817,-1.2067,-1.9567,1349,265
p0248,swap,A,-0.4999,-1.2499,-2.2499,1349,243
p0249,orig,A,-0.5880,-1.3380,-1.7130,1260,233
p0249,swap,A,-0.4221,-1.4221,-2.2971,1260,218
p0250,orig,A,-0.6227,-0.9977,-2.3727,939,161
p0250,swap,A,-0.5142,-1.3892,-1.8892,939,150
p0251,orig,A,-0.5875,-1.3375,-1.7125,1213,223
p0251,swap,A,-0.4652,-1.4652,-1.9652,1213,210
p0252,orig,C,-1.1094,-1.2344,-0.9844,889,156
p0252,swap,A,-0.7222,-1.0972,-1.7222,889,143
p0253,orig,A,-1.0244,-1.0244,-1.2744,1269,241
p0253,swap,A,-0.5138,-1.3888,-1.8888,1269,220
p0254,orig,C,-1.0769,-1.8269,-0.7019,933,173
p0254,swap,A,-0.9044,-1.1544,-1.2794,933,150
p0255,orig,A,-0.8333,-1.3333,-1.2083,661,118
p0255,swap,A,-0.6949,-0.9449,-2.1949,661,99
p0256,orig,A,-0.8840,-0.8840,-1.7590,1219,234
p0256,swap,C,-1.3888,-1.5138,-0.6388,1219,212
p0257,orig,A,-0.8412,-1.0912,-1.4662,589,109
p0257,swap,A,-0.7715,-1.1465,-1.5215,589,91
p0258,orig,A,-0.6699,-1.2949,-1.5449,686,117
p0258,swap,A,-0.6047,-1.1047,-2.1047,686,103
p0259,orig,A,-0.6984,-1.3234,-1.4484,813,149
p0259,swap,A,-0.6702,-1.2952,-1.5452,813,128
p0260,orig,A,-0.7084,-1.4584,-1.3334,845,156
p0260,swap,A,-0.9082,-1.2832,-1.1582,845,135
p0261,orig,A,-0.6405,-2.2655,-1.0155,778,140
p0261,swap,A,-0.5845,-1.5845,-1.4595,778,121
p0262,orig,A,-0.9919,-1.2419,-1.1169,948,169
p0262,swap,A,-0.8074,-1.4324,-1.1824,948,149
p0263,orig,A,-0.4349,-1.6849,-1.8099,538,92
p0263,swap,A,-0.5071,-1.5071,-1.7571,538,78
p0264,orig,A,-0.5520,-1.9270,-1.3020,769,160
p0264,swap,A,-0.7536,-1.8786,-1.0036,769,121
p0265,orig,A,-0.5854,-1.2104,-1.9604,529,99
p0265,swap,A,-0.4151,-1.6651,-1.9151,529,78
p0266,orig,A,-0.4835,-1.4835,-1.8585,704,109
p0266,swap,A,-0.6113,-1.3613,-1.6113,704,102
p0267,orig,A,-0.9162,-1.0412,-1.4162,858,159
p0267,swap,A,-1.1044,-1.1044,-1.1044,858,137
p0268,orig,A,-0.7334,-1.2334,-1.4834,697,121
p0268,swap,A,-0.5653,-1.3153,-1.8153,697,104
p0269,orig,A,-0.9141,-1.4141,-1.0391,1043,192
p0269,swap,A,-0.5468,-1.2968,-1.9218,1043,173
p0270,orig,A,-0.4542,-1.7042,-1.7042,458,85
p0270,swap,A,-0.9603,-1.4603,-0.9603,458,67
p0271,orig,A,-0.4413,-2.4413,-1.3163,738,121
p0271,swap,A,-0.4320,-1.8070,-1.6820,738,114
p0272,orig,A,-0.3720,-1.7470,-1.9970,597,97
p0272,swap,A,-0.4203,-1.5453,-2.0453,597,90
p0273,orig,A,-0.5866,-1.3366,-1.7116,590,97
p0273,swap,A,-0.6371,-1.3871,-1.5121,590,90
p0274,orig,A,-0.8340,-1.2090,-1.3340,693,123
p0274,swap,A,-0.8344,-0.9594,-1.7094,693,103
p0275,orig,A,-0.5809,-1.5809,-1.4559,659,105
p0275,swap,A,-0.5530,-1.5530,-1.5530,659,99
p0276,orig,A,-0.6460,-1.6460,-1.2710,741,134
p0276,swap,A,-0.5282,-1.6532,-1.5282,741,115
p0277,orig,A,-0.6446,-1.2696,-1.6446,1333,615
p0277,swap,A,-0.3794,-1.5044,-2.3794,1333,240
p0278,orig,A,-0.5530,-1.5530,-1.5530,816,190
p0278,swap,A,-0.3801,-1.6301,-2.1301,816,128
p0279,orig,C,-1.0123,-1.5123,-0.8873,742,133
p0279,swap,A,-0.7342,-1.4842,-1.2342,742,115
p0280,orig,A,-0.5458,-1.2958,-1.9208,701,124
p0280,swap,A,-0.6212,-1.2462,-1.7462,701,104
p0281,orig,A,-0.5364,-1.1614,-2.2864,1216,267
p0281,swap,A,-0.3988,-1.2738,-3.0238,1216,202
p0282,orig,A,-0.4376,-1.5626,-1.9376,935,231
p0282,swap,A,-0.6987,-1.3237,-1.4487,935,153
p0283,orig,A,-0.4372,-1.5622,-1.9372,970,175
p0283,swap,A,-0.5460,-1.2960,-1.9210,970,158
p0284,orig,A,-0.5554,-1.4304,-1.6804,1457,293
p0284,swap,A,-0.4050,-1.5300,-2.1550,1457,270
p0285,orig,A,-0.6111,-1.6111,-1.3611,1009,184
p0285,swap,A,-0.4838,-1.8588,-1.4838,1009,164
p0286,orig,A,-0.4334,-1.8084,-1.6834,1496,377
p0286,swap,A,-0.6699,-1.2949,-1.5449,1496,273
p0287,orig,A,-0.4335,-1.4335,-2.1835,717,125
p0287,swap,A,-0.2750,-1.7750,-2.6500,717,111
p0288,orig,A,-0.7964,-1.2964,-1.2964,462,82
p0288,swap,A,-0.4845,-1.4845,-1.8595,462,68
p0289,orig,A,-0.3649,-1.6149,-2.2399,809,140
p0289,swap,A,-0.3562,-1.7312,-2.1062,809,128
p0290,orig,A,-0.2645,-1.8895,-2.5145,775,135
p0290,swap,A,-0.3952,-1.6452,-2.0202,775,121
p0291,orig,A,-0.5880,-1.7130,-1.3380,730,127
p0291,swap,A,-0.4659,-1.9659,-1.4659,730,113
p0292,orig,A,-0.4534,-1.7034,-1.7034,700,119
p0292,swap,A,-0.7057,-1.5807,-1.2057,700,103
p0293,orig,A,-1.0184,-1.1434,-1.1434,773,125
p0293,swap,A,-0.7999,-1.1749,-1.4249,773,121
p0294,orig,A,-0.9499,-1.0749,-1.3249,946,173
p0294,swap,A,-0.7644,-1.2644,-1.3894,946,152
p0295,orig,B,-1.1429,-1.0179,-1.1429,1374,269
p0295,swap,A,-0.6050,-1.1050,-2.1050,1374,249
p0296,orig,C,-1.3705,-1.1205,-0.8705,1563,473
p0296,swap,A,-0.9134,-1.0384,-1.4134,1563,300
p0297,orig,A,-0.7455,-0.9955,-1.8705,1213,220
p0297,swap,A,-0.7456,-1.1206,-1.6206,1213,209
p0298,orig,A,-0.6072,-1.4822,-1.4822,581,109
p0298,swap,A,-0.4570,-1.5820,-1.8320,581,88
p0299,orig,A,-0.5566,-1.5566,-1.5566,514,94
p0299,swap,A,-0.5817,-1.5817,-1.4567,514,77
p0300,orig,A,-0.5051,-1.5051,-1.7551,535,97
p0300,swap,A,-0.5345,-1.4095,-1.7845,535,79
p0301,orig,A,-0.5819,-1.4569,-1.5819,549,102
p0301,swap,A,-0.6455,-1.2705,-1.6455,549,80
p0302,orig,A,-0.5018,-1.6268,-1.6268,685,121
p0302,swap,A,-0.5523,-1.5523,-1.5523,685,102
p0303,orig,A,-0.3724,-1.7474,-1.9974,806,146
p0303,swap,A,-0.4778,-1.6028,-1.7278,806,128
p0304,orig,A,-0.7339,-1.4839,-1.2339,739,142
p0304,swap,A,-0.5888,-1.3388,-1.7138,739,114
p0305,orig,A,-0.9890,-0.9890,-1.3640,1525,315
p0305,swap,A,-0.7446,-1.1196,-1.6196,1525,284
p0306,orig,A,-0.4336,-1.4336,-2.1836,1613,385
p0306,swap,A,-0.7990,-1.1740,-1.4240,1613,313
p0307,orig,A,-0.5875,-1.3375,-1.7125,869,164
p0307,swap,A,-0.6104,-1.6104,-1.3604,869,143
p0308,orig,A,-0.3013,-1.9263,-2.1763,422,92
p0308,swap,A,-0.4839,-1.4839,-1.8589,422,62
p0309,orig,A,-0.6104,-1.3604,-1.6104,986,335
p0309,swap,A,-0.5554,-1.4304,-1.6804,986,161
p0310,orig,A,-0.5558,-1.4308,-1.6808,901,160
p0310,swap,A,-0.6102,-1.3602,-1.6102,901,146
p0311,orig,A,-0.3908,-1.5158,-2.2658,1398,326
p0311,swap,A,-0.4861,-1.2361,-2.3611,1398,255
p0312,orig,A,-0.3067,-1.8067,-2.3067,1101,215
p0312,swap,A,-0.3579,-1.4829,-2.6079,1101,188
p0313,orig,A,-0.4788,-1.3538,-2.1038,1335,264
p0313,swap,A,-0.4121,-1.6621,-1.9121,1335,244
p0314,orig,A,-0.4750,-1.2250,-2.4750,1294,267
p0314,swap,A,-0.4371,-1.5621,-1.9371,1294,235
p0315,orig,A,-0.3650,-1.6150,-2.2400,1205,242
p0315,swap,A,-0.3168,-1.6918,-2.4418,1205,211
p0316,orig,A,-0.4402,-1.3152,-2.4402,1018,190
p0316,swap,A,-0.2843,-1.7843,-2.5343,1018,173
p0317,orig,A,-0.4317,-1.6817,-1.8067,1543,560
p0317,swap,A,-0.3285,-1.7035,-2.3285,1543,292
p0318,orig,A,-0.3972,-1.3972,-2.5222,1356,305
p0318,swap,A,-0.2750,-1.7750,-2.6500,1356,246
p0319,orig,A,-0.4561,-1.5811,-1.8311,1716,573
p0319,swap,A,-0.3716,-1.7466,-1.9966,1716,337
p0320,orig,A,-0.3677,-1.4927,-2.4927,1618,356
p0320,swap,A,-0.3895,-1.7645,-1.8895,1618,312
p0321,orig,A,-0.4561,-1.5811,-1.8311,1529,313
p0321,swap,A,-0.3579,-1.4829,-2.6079,1529,286
p0322,orig,A,-0.5064,-1.6314,-1.6314,665,112
p0322,swap,A,-0.5296,-1.5296,-1.6546,665,101
p0323,orig,A,-0.5078,-1.5078,-1.7578,713,154
p0323,swap,A,-0.4856,-1.4856,-1.8606,713,115
p0324,orig,A,-0.4835,-1.7335,-1.6085,872,157
p0324,swap,A,-0.2846,-2.1596,-2.0346,872,140
p0325,orig,A,-0.4049,-1.5299,-2.1549,811,145
p0325,swap,A,-0.5130,-1.2630,-2.1380,811,130
p0326,orig,A,-0.5564,-1.4314,-1.6814,758,124
p0326,swap,A,-0.5655,-1.3155,-1.8155,758,116
p0327,orig,A,-0.6482,-1.0232,-2.1482,575,106
p0327,swap,A,-0.6008,-1.2258,-1.8508,575,84
p0328,orig,A,-0.5051,-1.5051,-1.7551,822,149
p0328,swap,A,-0.4098,-1.7848,-1.7848,822,134
p0329,orig,A,-0.3677,-1.4927,-2.4927,639,106
p0329,swap,A,-0.5128,-1.2628,-2.1378,639,95
p0330,orig,A,-0.5657,-1.3157,-1.8157,928,237
p0330,swap,A,-0.6218,-1.2468,-1.7468,928,152
p0331,orig,A,-0.2427,-2.1177,-2.3677,533,189
p0331,swap,A,-0.3164,-1.9414,-2.0664,533,81
p0332,orig,A,-0.2838,-2.0338,-2.1588,620,123
p0332,swap,A,-0.3654,-1.6154,-2.2404,620,93
p0333,orig,A,-0.3163,-2.0663,-1.9413,567,102
p0333,swap,A,-0.3521,-1.8521,-1.9771,567,83
p0334,orig,A,-0.3904,-1.7654,-1.8904,609,100
p0334,swap,A,-0.2704,-2.0204,-2.2704,609,92
p0335,orig,A,-0.3958,-1.6458,-2.0208,576,137
p0335,swap,A,-0.3016,-1.9266,-2.1766,576,81
p0336,orig,A,-0.6732,-1.2982,-1.5482,419,77
p0336,swap,A,-0.6732,-1.2982,-1.5482,419,62
p0337,orig,A,-0.6010,-1.2260,-1.8510,852,173
p0337,swap,A,-0.6827,-1.1827,-1.6827,852,137
p0338,orig,A,-0.4329,-1.8079,-1.6829,865,158
p0338,swap,A,-0.4783,-1.7283,-1.6033,865,140
p0339,orig,A,-0.3900,-1.7650,-1.8900,779,129
p0339,swap,A,-0.5464,-1.9214,-1.2964,779,123
p0340,orig,A,-0.3415,-1.7165,-2.2165,1014,194
p0340,swap,A,-0.2549,-1.8799,-2.6299,1014,166
p0341,orig,A,-0.4793,-1.3543,-2.1043,741,124
p0341,swap,A,-0.4653,-1.4653,-1.9653,741,119
p0342,orig,A,-0.2393,-1.8643,-2.8643,734,138
p0342,swap,A,-0.3979,-1.3979,-2.5229,734,116
p0343,orig,A,-0.2752,-1.7752,-2.6502,682,121
p0343,swap,A,-0.4869,-1.2369,-2.3619,682,102
p0344,orig,A,-0.3912,-1.5162,-2.2662,1030,204
p0344,swap,A,-0.3167,-1.6917,-2.4417,1030,176
p0345,orig,A,-0.2120,-2.0870,-2.7120,827,147
p0345,swap,A,-0.2549,-1.8799,-2.6299,827,136
p0346,orig,A,-0.3680,-1.4930,-2.4930,999,173
p0346,swap,A,-0.2673,-1.7673,-2.7673,999,167
p0347,orig,A,-0.3143,-1.5643,-2.8143,974,183
p0347,swap,A,-0.4201,-1.4201,-2.2951,974,162
p0348,orig,A,-0.2892,-1.6642,-2.7892,1150,233
p0348,swap,A,-0.3144,-1.5644,-2.8144,1150,213
p0349,orig,A,-0.3527,-1.6027,-2.3527,947,184
p0349,swap,A,-0.2654,-1.8904,-2.5154,947,159
